cat__ProductCD_c,cat__ProductCD_w,cat__card6_credit,cat__card6_debit,remainder__card1,remainder__card3,remainder__C7,remainder__C8,remainder__C10,remainder__C12,remainder__C13,remainder__D1,remainder__D10,remainder__V29,remainder__V69,remainder__V307,remainder__V309,remainder__V312,remainder__V317,remainder__V318
0.0,0.0,0.0,1.0,1974.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,-0.9087763206275725,-1.0201147243734954,1.2818165859969042,-0.7210461306381534,-0.71688562897044,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,12577.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.7851915296490314,1.3980947309774472,0.15549722799211077,1.3793266210332717,1.387044900017428,0.9455195588985811,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,12641.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.8720328150256635,1.1428836642335494,0.15549722799211077,1.3793266210332717,1.387044900017428,0.575158839608479,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,1444.0,-0.21922589277218757,-0.31328401951775353,1.8837082820240747,1.9371550606845074,-0.31496519634292364,-0.9087763206275725,-1.0201147243734954,0.15549722799211077,-0.7210461306381534,-0.71688562897044,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,7919.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.35066313253131853,0.740824705431915,0.4607545265297309,1.3793266210332717,1.387044900017428,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,7919.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.22577698925388176,-1.0201147243734954,1.2827573019425942,1.3793266210332717,-0.71688562897044,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,12577.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,-0.13949624832351715,0.7463111634956775,-0.11829286582301782,-0.7210461306381534,-0.71688562897044,0.4967152575756147,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,2581.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.9761109061232306,-0.36398495255394386,1.0915632078687179,1.3793266210332717,1.387044900017428,0.43890515268009483,-0.29961528906271523,2.022645621958681,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,7159.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.5393536914011564,0.740824705431915,-1.1397468770881385,-0.7210461306381534,-0.71688562897044,1.302534200141816,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,18132.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.06840419817232259,0.22037828372744347,-0.06923573192485095,-0.7210461306381534,-0.71688562897044,1.2634006081688405,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,1.0,0.0,4504.0,2.837674457479568,3.191907211903704,-0.5245948041694626,-0.5112347607836389,3.1745759659709103,-1.9073514515943473,-1.0201147243734954,-1.1397468770881385,-0.7210461306381534,-0.71688562897044,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,5986.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.45314001037359875,1.334797848083416,1.0552199395806363,1.3793266210332717,-0.71688562897044,0.7664753620516072,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,11201.0,2.837674457479568,3.191907211903704,1.8837082820240747,1.9371550606845074,3.1745759659709103,-0.9087763206275725,-1.0201147243734954,-1.1397468770881385,-0.7210461306381534,-0.71688562897044,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,17067.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,-0.31496519634292364,0.7345383888233293,0.8559959524518047,0.43450695512613424,1.3793266210332717,1.387044900017428,0.9311317704963675,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
0.0,0.0,0.0,1.0,6729.0,-0.21922589277218757,-0.31328401951775353,-0.5245948041694626,-0.5112347607836389,3.1745759659709103,1.1465250735595702,0.30827508178955443,-0.02550073624471839,-0.7210461306381534,-0.71688562897044,1.1383831777957298,-0.29961528906271523,-0.48148571537917145,2.562622253071223,3.0457246620922613
0.0,0.0,1.0,0.0,9350.0,-0.21922589277218757,-0.31328401951775353,1.8837082820240747,1.9371550606845074,-0.31496519634292364,-0.9087763206275725,-1.0201147243734954,0.15549722799211077,-0.7210461306381534,-0.71688562897044,-0.920874987301749,-0.29961528906271523,-0.48148571537917145,-0.3908095453569111,-0.32845020208440895
